product_description,product_type,sentiment
By the way being at #sxsw means I now have to get an iPad or 2,6,3
Two year old shows us howmto use iPad #USDes #sxsw,6,3
Very wise... RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,4,3
@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,9,2
"RT @mention At #sxsw apple has 99% marketshare, not seeing much linux.",9,2
RT @mention RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,9,2
@mention I would have been a #SXSW ambassador since I'm going to be everywhere but you only have iphone &amp; Android listed for mobile. :(,9,2
how's the line at #sxsw Apple Store for the #ipad?,9,2
jamin to the #SXSW itunes album {link},9,2
@mention sounds good.I look forward to learning more.My quick google to learn more also produced: {link} #sxsw,3,3
"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",0,3
Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching,9,2
RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2,2,3
Most weren't even born yet RT @mention Google's #SxSW party theme is &quot;Party like it's 1986&quot;(@mention Maggie Mae's) [pic]: {link},9,2
#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},9,2
Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw ^MR,9,2
"I want to use this video in my #SXSW talk today, but need to be able to download it to my iPad. Do you know how? {link}",9,2
on display tonite: {link} #gsdm #google Industry Party: {link} #sxsw,9,2
RT @mention RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,9,2
RT @mention @mention @mention Google to launch social networking site called Circles - soon but not officially at #sxsw {link},9,2
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,9,3
Good to meet and see all @mention Don't forget: #mindjet giving away an #iPad for best MindManager map of  #SXSWi details: {link},6,3
Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,9,2
@mention you know...they sell apple products at places other than #sxsw... just sayin.,9,2
New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,5,3
RT @mention Join actsofsharing.com &amp; starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!,9,2
Pics from the #apple #ipad2 line at #SXSW #fb  {link} {link} http://t.co/26SVO3m,9,2
Experimenting is crucial to the Google brand says Marissa Mayer  #marissagoogle #sxsw,9,2
"Google dev at the panel indicates that Android now has a Screen Reader that works with widgets, native ui, web views and the browser #SXSW",0,3
rad RT @mention Hey dudes @mention is giving away a sampler of bands at #SXSW w/ a free GLASSER track.. Pick it up! {link},9,2
RT @mention Win free ipad 2 from webdoc.com #sxsw RT,9,2
@mention good job @mention #sxsw! went home &amp; watched season 1 of the guild =D. sucks that your tweet abt the iphone hijack is a top tweet lol,8,1
eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw,9,2
@mention get some Amy's Ice Cream and get comfortable #apple #ipad2 #SXSW #fb,9,2
@mention He has a lot going on in the next few months &amp; will be in Austin Saturday at #SXSW to promote his new iPhone game with @mention,9,2
Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,6,1
"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",9,2
"RT @mention Get it while it's hot! Latest version of Whrrl is available 2day 4Android, iPhone &amp; BB! @mention FOR BLACKBERRY! :-) #SXSW",7,3
TM litle girl wants an iPad. Guess I got to get her one. #SXSW  (just checked into Apple POP UP Store) {link},6,3
Inevitable huge lines for iPads at Austin Apple store #sxsw {link},9,2
Google Hotpot demo at #SXSW Seems a whole lot like #yelp to me- innovate or not be left outa game? They show heat maps2 {link},9,2
@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,6,3
Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link},7,3
Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},6,3
"Ok, got my iPad cover, now what? They better not have given my iPad to some tool at #SXSW.",9,2
RT @mention iPad hipster #AustinCrowd #SXSW {link},6,3
@mention uses the google chrome developer tool on itself. Points out javascript console has extensive API  #killerhack #sxsw,9,2
I have yet to walk into a conference room where it doesn't look like an Apple ad. You'd think there was nothing else. #SXSW,2,1
u should find @mention ask 4 eric RT @mention Looking fwd  iPad DJ @mention @mention After Dark 2nite #SXSW {link},9,2
RT @mention Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link},9,2
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},9,2
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",8,1
At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,9,2
@mention On the upside.... #SXSW does start today and the iPad 2 releases...,6,3
Apple set to open 5000 sqft. Pop up Store on Congress Ave. during #SXSW {link},9,2
"Jadi penasaran RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
"Ne sapete qualcosa? ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",9,2
Here's the guy who bought the first #iPad2 at the #SXSW popup store (hope he registers for his Thoora beta!) {link},6,3
"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",6,3
Z27: I Am the Law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,9,2
"RT @mention I'll use an iPad 2 if someone gives it to me. Otherwise, iPhone is actually more than up to task #sxsw",8,3
RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,9,2
can't wait to see you champ! RT @mention I'll be at the Austin Conv Center today w/my @mention fam showing my new iPhone game. #SXSW,7,3
Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw,9,2
iPAD / #SXSW PEOPLE: @mention brilliant Spider: The Secret of Bryce Manor is only 99 cents right now. BUY IT: {link},7,3
Z20: Verification {link} [codes valid: 8:00-11:59:59a 03/13/11] #infektd #sxsw #zlf,9,2
RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,7,3
"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",7,3
"#sxsw @mention #1443 schwag giveaway screen cleaner and 2g flash drive, apple tv iPod shuffle raffle eod f 3/18 {link}",9,2
"Loving this! Hello, Holler Gram for iPad {link} via @mention #SXSW",7,3
"Hey is anyone doing #sxsw signing up for the group texting app, groupme? got it on my iphone, but no one else is on it, so....kinda useless.",9,1
#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link} via @mention,7,1
How bad is the line @mention the temporary apple store at #sxsw? #ipad2,9,2
RT @mention I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw,6,1
@mention Gr8 meeting u IRL after the book signing today! Really enjoyed your iPad prez &amp; mahalo for the autograph! #SXSW #HISXSW,9,2
Put the iPad down idiot! #SMComedyFyeah #SxSW,6,1
RT @mention Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link},9,2
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don'Û_ (cont) {link},9,2
In Ballroom D for #marissagoogle (Google VP of Consumer Products). Should be interesting. #sxsw,9,2
@mention fyi  RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,9,2
RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},9,2
People lining up for Team Android Awards #sxsw {link},9,2
"HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} (via @mention",9,2
Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,8,3
Google to Launch Major New Social Network Called Circles --{link} #sxsw,9,2
RT @mention I'd pay an iPad 2 to the person who gets the most Zaarly referrals by March 12th. #zaarlyiscoming #winning #sxsw {link},6,3
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",2,3
Congrats!!! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,3
Just saw the Google Streetvview car. #sxsw,9,2
RT @mention New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,8,1
Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw,6,3
"Cool one, I'll be there. RT @mention #SXSW Friday at 5pm Doodle Google session.  {link}",9,2
"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}",9,2
RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link},3,3
RT @mention Domo for iOS and Android just got released! @mention #domo #tonchidot #boom #sxsw,9,2
Love. RT @mention Anyone at the show have an iPhone charger? Need to tweet jokes about beards/text ppl to make them jealous. #sxsw,9,2
"Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw",9,0
"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw",3,1
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,9,2
.@mention has an something called Google Places with HotPot that works as a recommendation engine. #SxSW,9,2
Live @mention the sxsw mobile accessibility session in room 8A: surprise guest Charles Chen is there answering questions about Android access.#sxsw,9,2
Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,9,2
P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw,3,3
"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot;",9,2
RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30!,9,2
.@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},9,2
RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link} cc. @mention,9,2
Soo where is this Apple store at #SXSW ?,9,2
Google body beta uber  #SXSW #health2dev #cool,5,3
"Speaking of mapping @mention #sxsw #mindjet will give away an iPad 2 for the best  of show. Entering is ez, see details: {link}",9,2
RT @mention Over 100 in line at Apple pop-up store; everyone waiting for iPads. First guy arrived at 6:30am (36 degrees then). Badges everywhere #sxsw,9,2
"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",9,2
Last but not least you can also get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,9,2
#sxsw adding my schedule into the android sxsw go app.  Handy.,1,3
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,9,2
#SXSW Featured artist playlist available for free {link} via @mention #free #music,9,2
RT @mention toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},9,2
RT @mention Got a band you want to promote? Come say hi to the @mention team at the #google party at #maggiemaes! #sxsw,9,2
OH @mention the Apple Pop-Up Store: &quot;Oh... you have the old one.&quot; #crazytimes #sxsw,9,0
"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",5,3
Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects,9,2
"Get in the season with Clover Touch:
{link} #Games #STPATRICK",9,2
"Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",9,2
"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",2,3
Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,9,2
"Listening to TWiT live @mention #sxsw. Also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!",3,3
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",9,2
I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,6,3
#SXSW Google maps is even cooler than I thought,5,3
RT @mention SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,9,2
RT @mention Note to self: never try to convince a person how useful Twitter is on a day featuring both #SXSW &amp; Apple product release.,9,2
"Out of all my devices the iPad is the only one that can hang an entire day at #sxsw... 37% remaining, the others died hours ago.",6,3
Apple Opening Pop-Up Store In Austin For SXSW {link} #Apple #AppleApple #SXSW,9,2
Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,9,2
"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",6,3
"@mention Instagram, but it's iPhone only at the moment mister &quot;Has to be cool and different and get an EVO&quot; that SUCKS. #sxsw",8,1
Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,2,3
I17: Symphony of Destruction {link} [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zomb,9,2
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,2,1
best thing abt @mention for #SXSW?  $1 sherry on the patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},9,2
"I dont care if people use android or iphones, but when see a browsering in #IE and takeing notes in word then I need to comment :-| #SXSW",9,2
"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",6,3
Download the #SXSW app on your Iphone and do this: {link},9,2
Google launching  a new social network today? #sxsw {link},9,2
"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",9,3
Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi,9,2
"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw",2,1
RT @mention I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},9,2
How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,9,2
RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},7,3
"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  {link} via @mention",1,3
RT @mention The iPad 2 Takes Over #SXSW One of the biggest events 1st day of SXSW 2011 wasnÛªt even an offic... {link},9,2
iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,9,2
RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,5,3
Here he comes ladies! @mention  @mention  RT @mention I'll be at Austin Convention Center w/  @mention showing my  iPhone game. #SXSW,9,3
Fluffy @mention seen @mention party last night with @mention &amp; @mention camera  {link} #sxsw #sxsi,9,2
ÛÏ@mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!)Û,7,3
RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},9,2
Just met @mention in line at the apple store at #SXSW !!,9,2
&quot;iPad cleaner&quot; takes on two very different terms at #sxsw,9,2
Giving away an iPad 2 at this panel. Wish me luck! #sxsw,6,3
ÛÏ@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need,3,3
Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw #yourmom #olderadults,9,2
"CBS, SCVNGR Launch Spy Game at SXSW: If you have some downtime during this... {link} #News #cbs #scvngr #sxsw #Cyber #iPhone",9,2
RT @mention @mention @mention Apple set to open popup shop in core of #SXSW action {link} #ipad2,9,2
"#SXSW tweets, who is

 Android user and attendong SXSW? please report scenes with Bannka app. {link}",9,2
"@mention Google, @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #ipad2 #sxswi",9,2
@mention @mention Apple set to open popup shop in core of #SXSW action {link} #ipad2,9,2
Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,9,2
Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,9,2
"RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it #agnerd",9,2
@mention panel hashtag for your mom has an iPad: #yourmom #sxsw #winning,9,2
RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw,5,1
"#sxsw
Austin Apple store security guard enjoying the new ipad2",9,2
Anyone Know what the hours are for the Apple store at #SXSW?,9,2
@mention -  Look guys its simple. Personal clouds can't exist without you.... Unless I wanna pay 50% for a static IP... #IPad2 #iPad  #SXSW,9,2
RT @mention #SXSW crowd swarms for #iPad2 launch {link} via @mention #SXSW2011 #apple,9,2
#Google Preparing To Launch #SocialMedia ÛÏCirclesÛ at #sxsw ÛÓ Or Maybe Not {link} via @mention,9,2
RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers.  {link},9,2
/@mention Grab the latest @mention before #SXSW! {link} #saytextson!,9,2
"Apple has opened a makeshift store for #sxsw, iPad2 will be available at 5pm today... #tempted",6,3
"RT @mention Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",9,1
"@mention &quot;OMG I'm gonna miss 2 panels at #sxsw standing in line for and 1 panel playing with my new iPad, but it'll be worth it. #ponies&quot;",6,3
hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,7,3
30mio downloads of #angrybirds on android #sxsw #nokiaconnects,9,2
"{link} RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",9,2
"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",2,3
SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,5,3
I'm surprised the local news in Austin hasn't mentioned the traffic implications of the Apple pop-up store that launches today at #SXSW.,2,2
RT @mention mashup on mobile with contextual information in the future by #Google by Marissa Mayer #sxsw #thefutureismobile #sxsw,9,2
"Google has now officially denied that Circles will launch at #SXSW, but not that it exists! {link} (cont) {link}",9,2
Blogging on the iPhone. Check out a taste of my whirlwind travels to #sxsw {link} #springbreak continues #notenoughplaid,9,2
Waiting for bestie to come out of @mention popup store with our iPad 2's:) #SXSW #apple #iPad2,6,3
"Not a rumor any longer, Apple to open up a pop up store on Congress for the iPad2 launch during #SXSW. {link} #GeeksRejoice",9,2
"RT @mention Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",3,3
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",9,2
The Apple pop-up store is more attractive and impressive than many permanent retail stores. #sxsw,2,3
You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,8,1
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",2,3
Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},9,3
#futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,3,1
RT @mention Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,9,2
@mention shows #Apple 's position in the tablet wars. #tapworthy #sxsw  {link},9,2
RT @mention This is awesome....   How I got an iPad 2 during #SXSW! {link} @mention via @mention,6,3
#technews Privacy Could Headline Google Circles Social... {link} #Tech_News #ACLU #Google_Circles #Social_Network #SXSW #tech,9,2
"You guys, tall-tee iPad hoodies are IN at #sxsw  you heard it here first!  {link}",9,2
Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,3,3
"ÛÏ@mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} - Boom!",9,2
sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,2,3
"RT @mention Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",5,3
ÛÏ@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,6,1
Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here Ðü {link},8,3
Anyone else having issues with gmail and using google services? #SXSW.,3,1
Publishing to your website from #sxsw try the Mpact app on your iphone,9,2
"Too bad I don't have a _ button!
RT @mention I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.",9,2
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,2,3
RT @mention #sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,6,3
is that like googling google? RT @mention *giggle* someone checked into me today on Gowalla  #SXSW #SXSWi,9,2
iPhone users at #SXSW - any of you have your GPS stuck on? Is one of the new geo app updates doing it? FourSquare/gowalla?,8,1
Google should do a Doodle for #SXSW.,9,2
@mention 's nexus s on t-mobile is 10x more useful than my iphone4 on AT&amp;T at #sxsw. Is it because too many ppl have iPhone?,8,1
#SXSW #fmsignal Marissa Mayer from #Google announces Check ins in interview with John Battelle. {link},9,2
so for people back home - seems that #sxsw is putting together a pop-up apple store for people to get the ipad2 today ;),6,3
RT @mention OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw,9,2
At the google dev event surrounded by people much smarter than me. Rock on! #sxsw,9,2
#winning #winning - just gave away 5 red mophie juice pack air's to fans with #Tigerblood at #SXSW No more dead iPhone batteries 4 them!,9,2
"#tech At #SXSW, #Apple schools the marketing experts {link} #technology",9,2
Is he the first person in the queue at the new apple store in Austin? May we be #sxsw  {link},9,2
"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",9,3
I wonder how many #iPad2's #Apple will sell at #SXSW. {link},9,2
Aaron P of @mention apps don't feel like the web. So much you can do in the browser. IPad is neither the web nor print. #newsapps #sxsw,6,2
Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link},9,2
#Mullenweg admits that iPhone app for Wordpress is not very good yet. Which is very true. Respect his honesty and awareness #sxsw,7,1
@mention Android just got a big call out at #sxsw in they #gamelayer opening keynote. I knew you'd appreciate.,0,3
"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",9,2
RT @mention Google to Host Developer Day at SXSW {link} #sxsw @mention,9,2
RT @mention @mention 2 at #SXSW? Apple is opening a pop-up store in Austin for SXSW {link},9,2
RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW,3,3
It's official! I'm buying an iPad. #SXSW #elevate,6,3
RT @mention RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,9,2
@mention Thanks re: #SXSW android app. checking it out {link},1,3
"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",3,3
#notsurprised lots of Geosocial news today w/ #sxsw beginning - Google fires a shot at Foursquare with check in rewards {link},9,2
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,2,2
Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,7,3
RT @mention &quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},9,2
"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",3,3
I have a couple of iPad paintings being exhibited for #sxsw at the Austin Details Gallery. Show opens this Friday - {link},9,2
RT @mention &quot;the future of local is contextual discovery&quot; Google's Mayer argues 'where' is exceptionally valuable for any search #SXSW,9,2
@mention getting ready listening to the  #SXSW party podcasts {link},9,2
Expect mob scenes on W 6th St &amp; Congress {link} #sxsw #ipad2,9,2
@mention you should find @mention or...you can go purchase the new ipad2 at the #sxsw apple kiosk,9,2
@mention Heading to Austin for #SXSW? The @mention Austin guide for iPhone is free for a limited time {link} #lp #travel,9,2
&quot;@mention Apple Store has had a line down the block all week long at #sxsw amazing&quot; @mention I have footage @mention,9,2
Did you know each year the SXSW conference showcases tons of new music? Download it for free: {link} #sxsw #free #music #fb,9,2
"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",2,2
#Awesome - Google Maps 5.22 at #SXSW.  Great Job #Google.,3,3
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,9,2
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,9,2
RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad,6,3
If only @mention brought up the Google Whitelists again at #sxsw #qagb {link},9,2
Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,8,3
Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,9,0
Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},7,3
Tablets like the iPad and Xoom where touch emulates a mouse-click/keyboard input means we're not there yet. #sxsw #gswsxsw #futureoftouch,6,1
Pedicab + iPhone charger would be epic win. #SXSW,4,3
"by the way, we're looking for a spanish-speaking trend scout based in Austin -&gt; {link} #sxsw",9,2
Hanging out at the convention center with @mention and @mention Find us and win a free iPad 2!!!!! #Beiber #SXSW,9,2
@mention wow! You just came up in my Google results for PERMA!! #WS #sxsw,9,2
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",8,3
Food4Thought...juxtaposed on my iPad #SXSW is rocking; Lybian rebels are thwarted; it's a GORGEOUS day in LA &amp; Japan is reeling,9,3
Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},9,2
@mention to launch 'Circles' later today at #SXSW?? gotta love #SXSW - one platform for everything from Independent film to Innovative Tech,9,2
A game to play at SWSX... spot non Apple electronics. #sxsw,9,2
"Don't forget, #sxsw is about the music! {link}",9,2
"Amen. @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",9,2
Hipster or hobo? Only way to tell is the iPhone. #sxsw,8,3
RT @mention Join leNewz fo free donuts and massage at #SXSW Trade Show (booth #1422 just behind Google's),9,2
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",6,3
"If you are going to #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -&gt; {link} #QRCode",9,2
Listening to some Australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iPhone vid about meeting the celebs at #SXSW,9,2
funny! iphone correction? RT @mention Dashing off to learn a thing or two about longhorn journalism #SXSW,9,0
Any #startups need an #android developer for #SXSW?,9,2
"Google is not launching anything during #sxsw, just partying {link} #circles",9,1
"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",5,1
